,bias,sentiment,pos,PosScore,NegScore,Gloss,c2
122892,"[26, 2]","[26, 0, 0, 0, 2]",n,0.375,0.25,"a programmer for whom computing is its own reward; may enjoy the challenge of breaking into other computers but does no harm; ""true hackers subscribe to a code of ethics and look down upon crackers""",hacker
122893,"[26, 2]","[26, 0, 0, 0, 2]",n,0.0,0.125,someone who plays golf poorly,hacker
122894,"[26, 2]","[26, 0, 0, 0, 2]",n,0.0,0.0,a programmer who breaks into computer systems in order to steal or change or destroy information as a form of cyber-terrorism,hacker
8072,"[1, 1]","[0, 0, 1, 0, 1]",a,0.5,0.0,"qualified for or allowed or worthy of being chosen; ""eligible to run for office""; ""eligible for retirement benefits""; ""an eligible bachelor""",eligible
36846,"[0, 1]","[0, 0, 0, 0, 1]",n,0.0,0.125,the activity of protecting something from loss or danger,preservation
99441,"[0, 1]","[0, 0, 0, 0, 1]",n,0.0,0.25,an occurrence of improvement by virtue of preventing loss or injury or other change,preservation
124660,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,a follower of Mohammed,muhammedan
119722,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,a young woman indulged by rich and powerful older men,bimbo
34612,"[2, 1]","[1, 0, 0, 1, 1]",n,0.0,0.0,"the act of disrupting an established order so it fails to continue; ""the social dislocations resulting from government policies""; ""his warning came after the breakdown of talks in London""",breakdown
85590,"[2, 1]","[1, 0, 0, 1, 1]",n,0.0,0.0,an analysis into mutually exclusive categories,breakdown
99462,"[2, 1]","[1, 0, 0, 1, 1]",n,0.0,0.25,"a cessation of normal operation; ""there was a power breakdown""",breakdown
32985,"[7, 3]","[5, 0, 1, 3, 1]",n,0.0,0.0,the act of grinding to a powder or dust,mill
62348,"[7, 3]","[5, 0, 1, 3, 1]",n,0.0,0.0,a plant consisting of one or more buildings with facilities for manufacturing,mill
66644,"[7, 3]","[5, 0, 1, 3, 1]",n,0.0,0.0,machinery that processes materials by grinding or crushing,mill
36318,"[0, 1]","[0, 0, 0, 1, 0]",n,0.0,0.125,"the act of giving a false appearance; ""his conformity was only pretending""",feign
93280,"[0, 1]","[0, 0, 0, 1, 0]",n,0.0,0.5,pretending with intention to deceive,feign
1511,"[0, 3]","[0, 1, 0, 2, 0]",a,0.5,0.0,"possessing an extraordinary ability to attract; ""a charismatic leader""; ""a magnetic personality""",charismatic
45650,"[0, 1]","[0, 0, 0, 0, 1]",n,0.0,0.125,arachnid of warm dry regions having a long segmented tail ending in a venomous stinger,scorpion
110340,"[0, 1]","[0, 0, 0, 0, 1]",n,0.0,0.0,the eighth sign of the zodiac; the sun is in this sign from about October 23 to November 21,scorpion
118763,"[0, 1]","[0, 0, 0, 0, 1]",n,0.0,0.0,(astrology) a person who is born while the sun is in Scorpio,scorpion
76985,"[0, 20]","[16, 1, 2, 0, 1]",n,0.25,0.375,insincerity by virtue of pretending to have qualities or beliefs that you do not really have,hypocrisy
93287,"[0, 20]","[16, 1, 2, 0, 1]",n,0.25,0.125,an expression of agreement that is not supported by real conviction,hypocrisy
123404,"[2, 1]","[1, 1, 0, 0, 1]",n,0.0,0.0,a person who is immune to a particular infection,immune
51396,"[4, 1]","[3, 0, 0, 0, 2]",n,0.0,0.0,any of various small butterflies of the family Lycaenidae having coppery wings,copper
78112,"[4, 1]","[3, 0, 0, 0, 2]",n,0.0,0.0,a reddish-brown color resembling the color of polished copper,copper
119971,"[4, 1]","[3, 0, 0, 0, 2]",n,0.0,0.25,uncomplimentary terms for a policeman,copper
104598,"[5, 1]","[2, 0, 2, 2, 0]",n,0.0,0.0,people who lived in times long past (especially during the historical period before the fall of the Roman Empire in western Europe),ancient
119129,"[5, 1]","[2, 0, 2, 2, 0]",n,0.0,0.0,a person who lived in ancient times,ancient
119131,"[5, 1]","[2, 0, 2, 2, 0]",n,0.0,0.0,a very old person,ancient
35186,"[2, 5]","[4, 2, 0, 0, 1]",n,0.125,0.0,"productive work (especially physical work done for wages); ""his labor did not require a great deal of skill""",labour
106480,"[2, 5]","[4, 2, 0, 0, 1]",n,0.0,0.0,"a social class comprising those who do manual labor or work for wages; ""there is a shortage of skilled labor in this field""",labour
107164,"[2, 5]","[4, 2, 0, 0, 1]",n,0.125,0.0,a political party formed in Great Britain in 1900; characterized by the promotion of labor's interests and formerly the socialization of key industries,labour
112731,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,a seaport on the Don River near the Sea of Azov in the European part of Russia,rostov
120878,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,a member of a Slavic people living in southern European Russia and Ukraine and adjacent parts of Asia and noted for their horsemanship and military skill; they formed an elite cavalry corps in czarist Russia,cossack
64537,"[12, 2]","[5, 0, 1, 3, 5]",n,0.0,0.0,a building where travelers can pay for lodging and meals and other services,hotel
118677,"[5, 2]","[4, 0, 0, 1, 2]",n,0.0,0.0,a native or resident of Tennessee,volunteer
28886,"[2, 4]","[4, 1, 1, 0, 0]",a,0.0,0.0,"of or relating to or characteristic of Scotland or its people or culture or its English dialect or Gaelic language; ""Scots Gaelic""; ""the Scots community in New York""; ""`Scottish' tends to be the more formal term as in `The Scottish Symphony' or `Scottish authors' or `Scottish mountains'""; ""`Scotch' is in disfavor with Scottish people and is used primarily outside Scotland except in such frozen phrases as `Scotch broth' or `Scotch whiskey' or `Scotch plaid'""",scottish
39236,"[8, 6]","[8, 0, 0, 2, 4]",n,0.125,0.0,an activity or gift that benefits the public at large,charity
76705,"[8, 6]","[8, 0, 0, 2, 4]",n,0.0,0.0,a kindly and lenient attitude toward people,charity
105440,"[8, 6]","[8, 0, 0, 2, 4]",n,0.0,0.0,an institution set up to provide help to the needy,charity
108316,"[8, 6]","[8, 0, 0, 2, 4]",n,0.5,0.0,a foundation created to promote the public good (not for assistance to any particular individuals),charity
89384,"[0, 4]","[4, 0, 0, 0, 0]",n,0.0,0.0,(grammar) an expression including a subject and predicate but not constituting a complete sentence,clause
90036,"[0, 4]","[4, 0, 0, 0, 0]",n,0.0,0.0,a separate section of a legal document (as a statute or contract or will),clause
97614,"[7, 1]","[4, 0, 1, 2, 1]",n,0.0,0.0,"a binding commitment to do or give or refrain from something; ""an assurance of help when needed""; ""signed a pledge never to reveal the secret""",pledge
104052,"[7, 1]","[4, 0, 1, 2, 1]",n,0.125,0.0,a drink in honor of or to the health of a person or event,pledge
40219,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,"the act of binding yourself (intellectually or emotionally) to a course of action; ""his long commitment to public service""; ""they felt no loyalty to a losing team""",allegiance
77082,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,the loyalty that citizens owe to their country (or subjects to their sovereign),allegiance
76298,"[0, 1]","[1, 0, 0, 0, 0]",n,0.375,0.375,strange and unconventional behavior,eccentricity
79146,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,a circularity that has a different center or deviates from a circular path,eccentricity
40303,"[17, 4]","[8, 0, 0, 9, 4]",n,0.0,0.0,"the formal act of approving; ""he gave the project his blessing""; ""his decision merited the approval of any sensible person""",approval
92581,"[17, 4]","[8, 0, 0, 9, 4]",n,0.375,0.0,"a message expressing a favorable opinion; ""words of approval seldom passed his lips""",approval
100209,"[17, 4]","[8, 0, 0, 9, 4]",n,0.625,0.0,"a feeling of liking something or someone good; ""although she fussed at them, she secretly viewed all her children with approval""",approval
36928,"[0, 3]","[2, 0, 0, 0, 1]",n,0.0,0.0,"the act of dressing and preparing yourself; ""he made his morning toilet and went to breakfast""",toilet
73013,"[0, 3]","[2, 0, 0, 0, 1]",n,0.0,0.0,a room or building equipped with one or more toilets,toilet
73020,"[0, 3]","[2, 0, 0, 0, 1]",n,0.0,0.0,a plumbing fixture for defecation and urination,toilet
49912,"[0, 2]","[1, 0, 0, 0, 1]",n,0.0,0.0,animal hunted or caught for food,prey
10480,"[4, 1]","[0, 2, 1, 1, 1]",a,0.0,0.0,"involving only main features; ""the overall pattern of his life""",overall
15091,"[4, 1]","[0, 2, 1, 1, 1]",a,0.0,0.0,"including everything; ""the overall cost""",overall
40609,"[2, 2]","[3, 0, 0, 0, 1]",n,0.0,0.0,"the act of admitting someone to enter; ""the surgery was performed on his second admission to the clinic""",admission
80042,"[2, 2]","[3, 0, 0, 0, 1]",n,0.0,0.0,the right to enter,admission
97511,"[2, 2]","[3, 0, 0, 0, 1]",n,0.5,0.0,an acknowledgment of the truth of something,admission
32569,"[9, 1]","[6, 0, 0, 0, 4]",n,0.0,0.0,an ocean trip taken for pleasure,cruise
117696,"[1, 3]","[4, 0, 0, 0, 0]",n,0.0,0.0,a person who transgresses moral or civil law,offender
36559,"[3, 1]","[2, 0, 1, 1, 0]",n,0.0,0.0,entering a building unlawfully with intent to commit a felony or to steal valuable property,burglary
112097,"[3, 1]","[2, 0, 0, 0, 2]",n,0.0,0.0,a city in northeastern France in Lorraine,nancy
39367,"[9, 4]","[4, 0, 1, 2, 6]",n,0.0,0.0,rapid transport of goods,express
62281,"[9, 4]","[4, 0, 1, 2, 6]",n,0.0,0.0,"public transport consisting of a fast train or bus that makes only a few scheduled stops; ""he caught the express to New York""",express
89003,"[9, 4]","[4, 0, 1, 2, 6]",n,0.0,0.0,mail that is distributed by a rapid and efficient system,express
88517,"[1, 5]","[4, 0, 1, 0, 1]",n,0.125,0.0,"an inclination to support or be loyal to or to agree with an opinion; ""his sympathies were always with the underdog""; ""I knew I could count on his understanding""",sympathy
100793,"[1, 5]","[4, 0, 1, 0, 1]",n,0.0,0.625,sharing the feelings of others (especially feelings of sorrow or anguish),sympathy
41253,"[9, 6]","[8, 0, 1, 2, 4]",n,0.0,0.0,an animal or plant that bears a relationship to another (as related by common descent or by membership in the same genus),relative
123728,"[9, 6]","[8, 0, 1, 2, 4]",n,0.0,0.0,"a person related by blood or marriage; ""police are searching for relatives of the deceased""; ""he has distant relations back in New Jersey""",relative
86920,"[1, 1]","[1, 0, 0, 0, 1]",n,0.125,0.0,a model or standard for making comparisons,template
80007,"[2, 1]","[0, 0, 0, 0, 3]",n,0.375,0.375,"pressing importance requiring speedy action; ""the urgency of his need""",urgency
97251,"[2, 1]","[0, 0, 0, 0, 3]",n,0.0,0.0,"insistent solicitation and entreaty; ""his importunity left me no alternative but to agree""",urgency
38796,"[22, 6]","[16, 2, 1, 2, 7]",n,0.0,0.0,(Roman Catholic Church and Protestant Churches) the celebration of the Eucharist,mass
78654,"[22, 6]","[16, 2, 1, 2, 7]",n,0.0,0.0,the property of a body that causes it to have weight in a gravitational field,mass
79342,"[22, 6]","[16, 2, 1, 2, 7]",n,0.0,0.0,"the property of something that is great in magnitude; ""it is cheaper to buy it in bulk""; ""he received a mass of correspondence""; ""the volume of exports""",mass
95875,"[22, 6]","[16, 2, 1, 2, 7]",n,0.0,0.0,"a sequence of prayers constituting the Christian Eucharistic rite; ""the priest said Mass""",mass
95876,"[22, 6]","[16, 2, 1, 2, 7]",n,0.0,0.0,"a musical setting for a Mass; ""they played a Mass composed by Beethoven""",mass
104742,"[22, 6]","[16, 2, 1, 2, 7]",n,0.0,0.0,an ill-structured collection of similar things (objects or people),mass
106474,"[22, 6]","[16, 2, 1, 2, 7]",n,0.0,0.0,"the common people generally; ""separate the warriors from the mass""; ""power to the people""",mass
106475,"[22, 6]","[16, 2, 1, 2, 7]",n,0.0,0.0,"the common people generally; ""separate the warriors from the mass""; ""power to the people""",mass
115446,"[22, 6]","[16, 2, 1, 2, 7]",n,0.0,0.0,"a body of matter without definite shape; ""a huge ice mass""",mass
124785,"[1, 169]","[152, 2, 4, 2, 10]",n,0.0,0.0,a criminal who commits homicide (who performs the unlawful premeditated killing of another human being),murderer
68315,"[14, 1]","[5, 0, 3, 3, 4]",n,0.0,0.0,a dose of medicine in the form of a small pellet,pill
68317,"[14, 1]","[5, 0, 3, 3, 4]",n,0.125,0.0,something that resembles a tablet of medicine in shape or size,pill
68318,"[14, 1]","[5, 0, 3, 3, 4]",n,0.0,0.0,a contraceptive in the form of a pill containing estrogen and progestin to inhibit ovulation and so prevent conception,pill
86045,"[14, 1]","[5, 0, 3, 3, 4]",n,0.0,0.875,"something unpleasant or offensive that must be tolerated or endured; ""his competitor's success was a bitter pill to take""",pill
79999,"[3, 6]","[6, 0, 1, 1, 1]",n,0.25,0.0,"having important effects or influence; ""decisions of great consequence are made by the president himself""; ""virtue is of more moment than security""; ""that result is of no consequence""",consequence
98250,"[3, 6]","[6, 0, 1, 1, 1]",n,0.0,0.0,the outcome of an event especially as relative to an individual,consequence
36481,"[3, 3]","[5, 0, 1, 0, 0]",n,0.0,0.0,an attempt by speculators to defraud investors,raid
38256,"[3, 3]","[5, 0, 1, 0, 0]",n,0.0,0.125,a sudden short attack,raid
39727,"[3, 1]","[4, 0, 0, 0, 0]",n,0.125,0.125,severely repressive actions,crackdown
88724,"[0, 6]","[3, 0, 0, 0, 3]",n,0.0,0.0,a monotheistic system of beliefs and practices based on the Old Testament and the teachings of Jesus as embodied in the New Testament and emphasizing the role of Jesus as savior,christianity
105682,"[0, 6]","[3, 0, 0, 0, 3]",n,0.0,0.0,"the collective body of Christians throughout the world and history (found predominantly in Europe and the Americas and Australia); ""for a thousand years the Roman Catholic Church was the principal church of Christendom""",christianity
32911,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.125,"a turning aside (of your course or attention or concern); ""a diversion from the main highway""; ""a digression into irrelevant details""; ""a deflection from his goal""",diversion
33568,"[0, 1]","[1, 0, 0, 0, 0]",n,0.25,0.0,"an activity that diverts or amuses or stimulates; ""scuba diving is provided as a diversion for tourists""; ""for recreation he wrote poetry and solved crossword puzzles""; ""drug abuse is often regarded as a form of recreation""",diversion
38242,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,an attack calculated to draw enemy defense away from the point of the principal attack,diversion
30264,"[0, 1]","[0, 0, 0, 0, 1]",n,0.0,0.0,"a rapid escape (as by criminals); ""the thieves made a clean getaway""; ""after the expose he had to take it on the lam""",getaway
79020,"[0, 1]","[0, 0, 0, 0, 1]",n,0.5,0.0,"the attribute of being capable of rapid acceleration; ""his car has a lot of pickup""",getaway
113809,"[7, 4]","[2, 1, 0, 4, 4]",n,0.0,0.0,a state in the western United States; settled in 1847 by Mormons led by Brigham Young,utah
2040,"[5, 1]","[1, 0, 0, 0, 5]",a,0.75,0.0,"dazzlingly beautiful; ""a gorgeous Victorian gown""",gorgeous
8877,"[9, 1]","[0, 0, 0, 5, 5]",a,0.0,0.0,"that you have the financial means for; ""low-cost housing""",affordable
122312,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,"the founder of a family; ""keep the faith of our forefathers""",forefather
122314,"[0, 1]","[1, 0, 0, 0, 0]",n,0.0,0.0,"person from an earlier time who contributed to the tradition shared by some group; ""our forefathers brought forth a great nation""",forefather
1454,"[6, 2]","[3, 0, 1, 2, 2]",a,0.0,0.5,"standing apart; not attached to or supported by anything; ""a freestanding bell tower""; ""a house with a separate garage""",separate
5316,"[6, 2]","[3, 0, 1, 2, 2]",a,0.0,0.125,spaced apart,separate
5538,"[6, 2]","[3, 0, 1, 2, 2]",a,0.0,0.5,"no longer connected or joined; ""a detached part""; ""on one side of the island was a hugh rock, almost detached""; ""the separated spacecraft will return to their home bases""",separate
5540,"[6, 2]","[3, 0, 1, 2, 2]",a,0.0,0.0,have the connection undone; having become separate,separate
12571,"[6, 2]","[3, 0, 1, 2, 2]",a,0.0,0.0,"separated at the joint; ""a dislocated knee""; ""a separated shoulder""",separate
